transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date
TXN00000012,6975,945,65.29,PEN,approved,2025-09-27 20:44:54+00:00,credit_card,Visa,PE,00,Transaction approved,2.94,1.92,63.37,mobile,104.206.5.142,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_2; rv:1.9.2.20) Gecko/2306-08-07 15:38:06 Firefox/3.8,1,2210,False,6,food_beverage,False,2025-09-28
TXN00000013,8830,260,25.35,BRL,declined,2025-11-06 20:57:38+00:00,bank_transfer,PSE,BR,54,Insufficient funds,0.0,0.0,0.0,desktop,186.114.214.146,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2; rv:1.9.5.20) Gecko/7482-11-19 21:27:04 Firefox/3.6.11,3,2618,,1,utilities,False,
TXN00000015,2737,996,27.37,MXN,approved,2025-10-14 03:12:07+00:00,credit_card,Diners Club,MX,00,Transaction approved,3.43,0.94,26.43,mobile,72.64.103.235,Mozilla/5.0 (Windows 98; Win 9x 4.90; ru-RU; rv:1.9.1.20) Gecko/2241-09-05 22:13:22 Firefox/14.0,1,2634,True,1,tech,False,2025-10-16
TXN00000016,685,247,67.09,COP,approved,2025-12-03 08:21:55+00:00,ewallet,Clip,CO,00,Transaction approved,4.3,2.88,64.21,tablet,156.15.205.195,"Mozilla/5.0 (Linux; Android 4.1.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/22.0.818.0 Safari/531.2",1,1399,,1,services,False,2025-12-05
TXN00000017,475,694,126.95,BRL,approved,2025-12-04 04:20:51+00:00,credit_card,Visa,BR,00,Transaction approved,2.89,3.67,123.28,desktop,184.230.98.46,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/41.0.860.0 Safari/534.2",1,1183,True,1,entertainment,False,2025-12-06
TXN00000018,5641,124,61.49,COP,approved,2025-11-19 09:47:07+00:00,credit_card,American Express,CO,00,Transaction approved,3.24,1.99,59.5,mobile,12.135.242.247,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/3.0),1,1372,True,6,tech,False,2025-11-21
TXN00000019,3821,602,140.6,COP,approved,2025-11-26 19:12:45+00:00,credit_card,Diners Club,CO,00,Transaction approved,2.87,4.04,136.56,mobile,102.145.224.162,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_4) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/14.0.863.0 Safari/531.0",1,2482,True,12,travel,False,2025-11-28
TXN00000020,9312,939,107.48,CLP,approved,2025-10-02 04:12:20+00:00,bank_transfer,TEF,CL,00,Transaction approved,1.98,2.13,105.35,desktop,125.72.199.224,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/5.1),1,1472,,1,retail,False,2025-10-03
TXN00000021,2120,926,7.16,BRL,approved,2025-11-20 19:48:01+00:00,bank_transfer,TEF,BR,00,Transaction approved,1.03,0.07,7.09,mobile,209.63.74.32,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/5.0),1,2379,,1,utilities,False,2025-11-21
TXN00000022,7051,428,73.21,CLP,approved,2025-10-11 03:39:11+00:00,credit_card,Mastercard,CL,00,Transaction approved,2.97,2.17,71.04,mobile,89.125.151.77,Opera/8.86.(X11; Linux i686; ha-NG) Presto/2.9.160 Version/12.00,1,2816,True,1,other,False,2025-10-12
TXN00000023,4360,267,108.13,COP,approved,2025-12-01 10:50:28+00:00,credit_card,Mastercard,CO,00,Transaction approved,3.08,3.33,104.8,desktop,21.187.167.183,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_8 rv:6.0; kok-IN) AppleWebKit/531.38.4 (KHTML, like Gecko) Version/5.1 Safari/531.38.4",1,828,True,1,travel,False,2025-12-03
TXN00000024,1391,961,75.71,USD,approved,2025-10-23 12:43:02+00:00,ewallet,Clip,CL,00,Transaction approved,3.67,2.78,72.93,mobile,2.181.109.91,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.0),1,906,,1,services,True,2025-10-25
TXN00000025,2047,285,139.19,USD,approved,2025-09-26 14:46:12+00:00,bank_transfer,SPEI,MX,00,Transaction approved,1.0,1.39,137.8,mobile,53.153.2.5,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/531.34.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.34.7",1,2641,,1,services,True,2025-09-28
TXN00000026,2477,605,18.45,MXN,approved,2025-09-17 03:20:49+00:00,credit_card,Mastercard,MX,00,Transaction approved,3.1,0.57,17.88,desktop,191.79.126.157,Opera/8.21.(X11; Linux x86_64; om-ET) Presto/2.9.172 Version/11.00,1,1163,True,1,services,False,2025-09-19
TXN00000027,1102,262,3.36,BRL,approved,2025-10-12 22:05:12+00:00,credit_card,American Express,BR,00,Transaction approved,3.07,0.1,3.26,mobile,50.240.211.232,Opera/8.95.(X11; Linux i686; ne-NP) Presto/2.9.183 Version/12.00,1,1446,True,1,utilities,False,2025-10-14
TXN00000028,5050,719,17.43,BRL,approved,2025-11-11 08:12:28+00:00,bank_transfer,SPEI,BR,00,Transaction approved,1.13,0.2,17.23,mobile,97.140.251.8,Mozilla/5.0 (Android 2.2; Mobile; rv:62.0) Gecko/62.0 Firefox/62.0,1,2979,,1,entertainment,False,2025-11-13
TXN00000029,819,147,58.98,CLP,approved,2025-10-01 08:05:39+00:00,ewallet,Rappi Pay,CL,00,Transaction approved,4.22,2.49,56.49,tablet,162.228.146.232,Opera/8.19.(Windows NT 5.2; ln-CD) Presto/2.9.183 Version/10.00,1,1135,,1,utilities,False,2025-10-02
TXN00000030,1157,619,57.01,MXN,approved,2025-12-02 08:46:52+00:00,debit_card,Visa Debit,MX,00,Transaction approved,3.33,1.9,55.11,mobile,133.141.181.191,Opera/8.15.(Windows NT 6.0; bo-IN) Presto/2.9.178 Version/11.00,1,2337,True,1,retail,False,2025-12-03
TXN00000031,6377,123,6.59,USD,approved,2025-11-24 23:42:20+00:00,ewallet,PayPal,BR,00,Transaction approved,4.29,0.28,6.31,mobile,,Opera/8.53.(Windows NT 10.0; tk-TM) Presto/2.9.189 Version/12.00,1,405,,1,travel,True,2025-11-26
TXN00000032,8917,850,15.62,MXN,approved,2025-09-18 18:12:41+00:00,credit_card,Visa,MX,00,Transaction approved,3.0,0.47,15.15,tablet,220.237.82.153,Opera/9.21.(X11; Linux x86_64; gv-GB) Presto/2.9.166 Version/11.00,1,1666,True,6,tech,False,2025-09-20
TXN00000033,1523,574,42.21,BRL,declined,2025-11-08 19:10:50+00:00,ewallet,Clip,BR,54,Security violation,0.0,0.0,0.0,desktop,211.63.103.196,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; zh-HK) AppleWebKit/535.1.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.1.1",1,428,,1,utilities,False,
TXN00000034,657,841,7.35,BRL,approved,2025-10-07 05:09:28+00:00,debit_card,Visa Debit,BR,00,Transaction approved,3.37,0.25,7.1,mobile,166.0.150.162,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_4 rv:5.0; zu-ZA) AppleWebKit/534.48.1 (KHTML, like Gecko) Version/4.0.3 Safari/534.48.1",1,1258,False,1,other,False,2025-10-08
TXN00000035,8341,75,25.07,BRL,approved,2025-10-03 13:23:18+00:00,bank_transfer,PIX,BR,00,Transaction approved,1.08,0.27,24.8,desktop,183.139.201.81,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/535.16.6 (KHTML, like Gecko) Version/4.0.5 Safari/535.16.6",1,2868,,1,other,False,2025-10-04
TXN00000036,7743,576,26.79,MXN,approved,2025-10-07 15:45:53+00:00,bank_transfer,PSE,MX,00,Transaction approved,1.85,0.5,26.29,mobile,94.76.17.126,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/8536-07-19 09:53:23 Firefox/3.6.12,1,1924,,1,entertainment,False,2025-10-08
TXN00000037,9745,978,30.98,ARS,approved,2025-09-27 06:48:48+00:00,bank_transfer,SPEI,AR,00,Transaction approved,1.04,0.32,30.66,mobile,145.164.151.233,Mozilla/5.0 (Windows NT 5.0; shs-CA; rv:1.9.0.20) Gecko/6512-03-08 14:45:35 Firefox/4.0,1,239,,1,food_beverage,False,2025-09-29
TXN00000038,9075,842,4.55,MXN,approved,2025-11-02 02:45:11+00:00,debit_card,Mastercard Debit,MX,00,Transaction approved,2.76,0.13,4.42,mobile,62.163.28.134,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/16.0.830.0 Mobile/22G895 Safari/535.2",1,2557,True,1,retail,False,2025-11-03
TXN00000040,4753,208,19.51,COP,approved,2025-11-12 21:16:49+00:00,credit_card,Diners Club,CO,00,Transaction approved,2.83,0.55,18.96,tablet,172.16.207.37,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.47.4 (KHTML, like Gecko) Version/4.0.5 Safari/534.47.4",1,1837,True,1,utilities,False,2025-11-14
TXN00000041,3940,852,38.37,MXN,approved,2025-11-08 23:23:31+00:00,debit_card,Maestro,MX,00,Transaction approved,3.48,1.34,37.03,tablet,55.111.124.76,Opera/8.59.(X11; Linux i686; am-ET) Presto/2.9.184 Version/12.00,1,842,True,1,tech,False,2025-11-09
TXN00000043,4096,243,46.83,ARS,approved,2025-10-21 13:04:51+00:00,debit_card,Mastercard Debit,AR,00,Transaction approved,2.59,1.21,45.62,desktop,42.97.104.77,Opera/9.67.(Windows NT 5.01; ig-NG) Presto/2.9.166 Version/11.00,1,651,True,1,food_beverage,False,2025-10-23
TXN00000044,6613,905,25.92,CLP,refunded,2025-10-13 22:26:16+00:00,credit_card,Diners Club,CL,cancelled,Transaction refunded,0.0,0.0,0.0,mobile,203.165.54.235,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.1),1,978,True,1,other,False,
TXN00000045,900,630,146.05,PEN,approved,2025-10-15 13:37:43+00:00,credit_card,American Express,PE,00,Transaction approved,2.97,4.34,141.71,desktop,172.100.3.187,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/12.4o7850.0 Mobile/20U630 Safari/531.2",1,906,True,1,other,False,2025-10-16
TXN00000046,8925,188,12.81,USD,approved,2025-11-12 19:55:06+00:00,credit_card,American Express,PE,00,Transaction approved,2.86,0.37,12.44,mobile,29.207.80.184,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_4; rv:1.9.4.20) Gecko/4468-05-13 22:10:56 Firefox/3.8,1,2006,True,1,travel,True,2025-11-13
TXN00000047,9643,620,75.02,USD,approved,2025-12-03 05:38:38+00:00,debit_card,Visa Debit,BR,00,Transaction approved,3.27,2.45,72.57,mobile,124.88.20.135,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/36.0.873.0 Safari/532.2",1,442,True,1,retail,True,2025-12-04
TXN00000048,9467,539,33.32,ARS,approved,2025-11-29 03:59:35+00:00,debit_card,Visa Debit,AR,00,Transaction approved,2.58,0.86,32.46,mobile,158.242.105.58,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/3.0),1,1488,False,1,tech,False,2025-11-30
TXN00000049,7758,885,57.56,COP,approved,2025-11-22 23:29:17+00:00,ewallet,PayPal,CO,00,Transaction approved,3.55,2.04,55.52,desktop,192.198.148.121,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_5 rv:2.0; pa-PK) AppleWebKit/533.33.1 (KHTML, like Gecko) Version/4.0.4 Safari/533.33.1",1,483,,1,travel,False,2025-11-23
TXN00000050,3259,164,60.42,CLP,approved,2025-11-10 00:35:16+00:00,credit_card,Visa,CL,00,Transaction approved,2.94,1.78,58.64,mobile,162.71.137.28,Mozilla/5.0 (Windows NT 5.1; tk-TM; rv:1.9.0.20) Gecko/4937-01-16 04:15:08 Firefox/3.6.6,1,2425,False,1,tech,False,2025-11-12
TXN00000051,5224,427,9.94,USD,approved,2025-11-20 15:31:07+00:00,bank_transfer,Transferencia,BR,00,Transaction approved,1.56,0.16,9.78,mobile,75.132.195.199,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_4; rv:1.9.5.20) Gecko/5045-05-10 08:11:20 Firefox/3.8,1,1426,,1,entertainment,True,2025-11-21
TXN00000052,1112,410,98.47,MXN,approved,2025-09-27 22:53:28+00:00,bank_transfer,Transferencia,MX,00,Transaction approved,1.61,1.59,96.88,mobile,167.165.136.73,Opera/8.86.(X11; Linux x86_64; lij-IT) Presto/2.9.163 Version/12.00,1,113,,1,food_beverage,False,2025-09-28
TXN00000054,3360,284,62.23,ARS,approved,2025-10-28 00:46:36+00:00,debit_card,Mastercard Debit,AR,00,Transaction approved,2.52,1.57,60.66,mobile,58.136.58.226,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.8.3 (KHTML, like Gecko) Version/5.0.1 Safari/531.8.3",1,2204,True,1,services,False,2025-10-30
TXN00000055,6061,293,22.9,BRL,approved,2025-10-20 03:11:51+00:00,credit_card,Mastercard,BR,00,Transaction approved,2.72,0.62,22.28,mobile,181.227.220.87,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/5.1),1,657,False,6,food_beverage,False,2025-10-22
TXN00000056,5055,574,32.37,BRL,approved,2025-09-25 18:05:06+00:00,debit_card,Visa Debit,BR,00,Transaction approved,2.69,0.87,31.5,mobile,120.192.167.177,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/57.0.846.0 Mobile/33U512 Safari/533.0",1,415,True,1,tech,False,2025-09-26
TXN00000057,3250,302,92.09,ARS,declined,2025-10-13 06:01:14+00:00,debit_card,Visa Debit,AR,65,Insufficient funds,0.0,0.0,0.0,desktop,182.78.242.32,Mozilla/5.0 (Android 4.0.4; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0,1,1081,False,1,travel,False,
TXN00000058,3961,219,18.52,COP,pending,2025-12-02 01:21:30+00:00,bank_transfer,Transferencia,CO,pending,Pending authorization,0.0,0.0,0.0,tablet,186.208.89.117,Mozilla/5.0 (Android 11; Mobile; rv:43.0) Gecko/43.0 Firefox/43.0,1,2518,,1,utilities,False,
TXN00000059,2465,68,49.02,COP,approved,2025-11-10 06:40:58+00:00,bank_transfer,Transferencia,CO,00,Transaction approved,1.94,0.95,48.07,mobile,40.231.195.197,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/12.5k6182.0 Mobile/06B857 Safari/533.1",1,2043,,1,entertainment,False,2025-11-11
TXN00000060,9726,159,21.63,MXN,approved,2025-10-14 00:10:19+00:00,debit_card,Mastercard Debit,MX,00,Transaction approved,3.48,0.75,20.88,desktop,47.211.69.249,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_0 rv:6.0; bhb-IN) AppleWebKit/532.18.5 (KHTML, like Gecko) Version/5.1 Safari/532.18.5",1,1529,True,1,utilities,False,2025-10-15
TXN00000061,5987,122,55.46,BRL,approved,2025-09-26 00:39:16+00:00,debit_card,Maestro,BR,00,Transaction approved,3.11,1.72,53.74,mobile,167.166.244.16,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.1),1,256,False,1,utilities,False,2025-09-28
TXN00000062,7597,297,25.79,BRL,declined,2025-10-20 17:54:16+00:00,debit_card,Visa Debit,BR,05,Insufficient funds,0.0,0.0,0.0,api,79.225.224.132,API/1.0,3,1480,False,1,services,False,
TXN00000063,180,615,25.65,CLP,approved,2025-09-17 03:36:39+00:00,bank_transfer,SPEI,CL,00,Transaction approved,1.81,0.46,25.19,desktop,194.180.30.120,Mozilla/5.0 (Android 3.2.4; Mobile; rv:35.0) Gecko/35.0 Firefox/35.0,1,2692,,1,retail,False,2025-09-19
TXN00000064,4184,342,31.05,ARS,approved,2025-09-19 13:44:56+00:00,debit_card,Visa Debit,AR,00,Transaction approved,3.08,0.96,30.09,mobile,115.97.78.227,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_1 rv:4.0; bo-IN) AppleWebKit/533.15.5 (KHTML, like Gecko) Version/4.0.2 Safari/533.15.5",1,2235,True,1,entertainment,False,2025-09-21
TXN00000066,1770,938,33.66,CLP,approved,2025-11-13 16:38:29+00:00,credit_card,Mastercard,CL,00,Transaction approved,2.64,0.89,32.77,desktop,68.190.190.244,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/29.0.844.0 Safari/533.0",1,1783,True,3,food_beverage,False,2025-11-14
TXN00000067,9917,451,9.91,MXN,approved,2025-12-01 20:47:08+00:00,debit_card,Mastercard Debit,MX,00,Transaction approved,2.88,0.29,9.62,mobile,97.105.13.238,Opera/9.95.(X11; Linux x86_64; en-CA) Presto/2.9.181 Version/10.00,1,2435,True,1,travel,False,2025-12-02
TXN00000068,1680,754,78.38,MXN,approved,2025-09-26 22:46:24+00:00,debit_card,Maestro,MX,00,Transaction approved,2.59,2.03,76.35,mobile,219.46.46.216,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/534.24.4 (KHTML, like Gecko) Version/5.1 Safari/534.24.4",1,2571,True,1,other,False,2025-09-28
TXN00000069,9159,998,52.11,COP,approved,2025-11-27 10:59:33+00:00,debit_card,Mastercard Debit,CO,00,Transaction approved,2.71,1.41,50.7,mobile,89.42.196.169,Opera/8.93.(Windows NT 11.0; om-ET) Presto/2.9.168 Version/12.00,1,210,False,1,utilities,False,2025-11-29
TXN00000070,8121,978,8.54,BRL,approved,2025-09-29 13:44:26+00:00,bank_transfer,PIX,BR,00,Transaction approved,1.56,0.13,8.41,mobile,181.12.132.252,Opera/9.71.(Windows 98; bo-IN) Presto/2.9.180 Version/10.00,1,2669,,1,food_beverage,False,2025-10-01
TXN00000071,3156,724,32.38,PEN,declined,2025-10-10 13:44:58+00:00,credit_card,Diners Club,PE,65,Security violation,0.0,0.0,0.0,desktop,205.61.153.191,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_4 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/26.0.825.0 Mobile/41O789 Safari/532.1",1,364,True,1,entertainment,False,
TXN00000072,5258,277,7.43,COP,approved,2025-10-22 21:24:37+00:00,credit_card,American Express,CO,00,Transaction approved,2.77,0.21,7.22,mobile,46.7.83.215,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 11.0; Trident/5.1),1,1656,True,3,retail,False,2025-10-23
TXN00000073,755,139,48.42,USD,approved,2025-09-23 21:24:09+00:00,ewallet,Clip,PE,00,Transaction approved,3.44,1.67,46.75,mobile,24.64.129.182,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ayc-PE) AppleWebKit/531.45.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.45.2",1,1686,,1,other,True,2025-09-25
TXN00000074,8922,304,8.12,COP,approved,2025-11-12 17:12:41+00:00,debit_card,Mastercard Debit,CO,00,Transaction approved,3.42,0.28,7.84,mobile,27.119.244.116,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; wal-ET) AppleWebKit/535.2.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6535.2.1",1,2184,True,1,utilities,False,2025-11-14
TXN00000075,3566,383,52.1,COP,approved,2025-11-30 13:55:10+00:00,credit_card,American Express,CO,00,Transaction approved,2.77,1.44,50.66,mobile,126.249.72.123,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.1),1,114,True,1,retail,False,2025-12-02
TXN00000076,1829,827,87.72,ARS,approved,2025-11-06 09:48:42+00:00,credit_card,American Express,AR,00,Transaction approved,3.29,2.89,84.83,mobile,32.52.92.111,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; kl-GL) AppleWebKit/531.32.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.32.6",1,491,True,1,utilities,False,2025-11-08
TXN00000077,910,829,62.27,MXN,declined,2025-10-30 18:24:30+00:00,debit_card,Maestro,MX,54,Exceeds withdrawal limit,0.0,0.0,0.0,api,100.154.161.17,API/1.0,3,801,True,1,food_beverage,False,
TXN00000078,2851,37,14.47,COP,approved,2025-10-25 05:56:12+00:00,credit_card,Diners Club,CO,00,Transaction approved,3.44,0.5,13.97,desktop,124.185.227.60,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/62.0.886.0 Safari/534.2",1,318,True,6,travel,False,2025-10-27
TXN00000079,1827,115,12.58,USD,approved,2025-09-23 07:41:16+00:00,debit_card,Visa Debit,CO,00,Transaction approved,2.64,0.33,12.25,mobile,17.55.165.183,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.1),1,483,True,1,food_beverage,True,2025-09-24
TXN00000080,7716,599,46.81,MXN,refunded,2025-11-12 21:41:08+00:00,credit_card,Mastercard,MX,refund,Transaction refunded,0.0,0.0,0.0,mobile,117.255.61.170,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6; rv:1.9.3.20) Gecko/6892-03-27 13:40:29 Firefox/3.6.14,1,2302,True,1,travel,False,
TXN00000081,3789,243,21.8,CLP,approved,2025-10-25 14:19:56+00:00,debit_card,Visa Debit,CL,00,Transaction approved,2.89,0.63,21.17,mobile,195.67.254.81,"Mozilla/5.0 (iPad; CPU iPad OS 17_2 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/38.0.862.0 Mobile/58H316 Safari/531.2",1,1157,True,1,entertainment,False,2025-10-26
TXN00000082,6421,507,20.7,COP,approved,2025-10-20 21:04:54+00:00,bank_transfer,SPEI,CO,00,Transaction approved,1.62,0.34,20.36,mobile,148.104.74.125,"Mozilla/5.0 (iPad; CPU iPad OS 16_7_7 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/16.8f1206.0 Mobile/53L615 Safari/532.1",1,716,,1,utilities,False,2025-10-22
TXN00000083,9241,149,14.6,ARS,approved,2025-11-09 13:13:34+00:00,debit_card,Mastercard Debit,AR,00,Transaction approved,2.94,0.43,14.17,api,164.219.42.135,API/1.0,1,976,True,1,services,False,2025-11-10
TXN00000084,9281,556,11.93,COP,declined,2025-09-20 15:57:29+00:00,ewallet,Rappi Pay,CO,54,Expired card,0.0,0.0,0.0,mobile,75.22.120.191,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2828-04-14 09:18:21 Firefox/3.6.19,3,887,,1,retail,False,
TXN00000085,5559,860,87.46,MXN,approved,2025-11-13 00:20:54+00:00,debit_card,Mastercard Debit,MX,00,Transaction approved,2.92,2.55,84.91,desktop,48.172.30.24,"Mozilla/5.0 (Linux; Android 2.3.3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/47.0.854.0 Safari/535.1",1,870,True,1,entertainment,False,2025-11-15
TXN00000086,5489,511,26.7,ARS,approved,2025-09-24 03:16:42+00:00,ewallet,Rappi Pay,AR,00,Transaction approved,3.13,0.84,25.86,mobile,214.124.139.225,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_7; rv:1.9.5.20) Gecko/5199-05-04 05:30:32 Firefox/3.8,1,1606,,1,entertainment,False,2025-09-26
TXN00000087,2738,711,3.19,MXN,approved,2025-09-30 05:36:40+00:00,credit_card,Visa,MX,00,Transaction approved,2.77,0.09,3.1,mobile,129.34.131.13,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4 rv:6.0; th-TH) AppleWebKit/532.1.2 (KHTML, like Gecko) Version/5.0.2 Safari/532.1.2",1,1250,True,1,travel,False,2025-10-02
